id,title,body,category,priority
139,Assistenza per firmare il contratto con il nuovo cliente strategico,"Buongiorno, avrei una richiesta: mi serve firmare il contratto con il nuovo cliente strategico. Grazie per la vostra attenzione.",Commerciale,Bassa
140,Assistenza per software di monitoraggio,"Ciao, ho bisogno di supporto per installare il software di monitoraggio. In allegato trovate i dettagli.",Amministrazione,Bassa
141,Problema importante: regolarità contributiva del dipendente,"Scusate il disturbo, situazione critica: dobbiamo verificare la regolarità contributiva del dipendente subito. Resto in attesa di una vostra risposta. impatta il flusso del team.",Amministrazione,Alta
142,Necessità di firmare il contratto con il nuovo cliente,"Buonasera, come posso procedere per firmare il contratto con il nuovo cliente? Spero si possa risolvere in fretta.",Commerciale,Media
143,Richiesta: scaricare il report delle vendite mensili per il bilancio,"Team, avrei una richiesta: mi serve scaricare il report delle vendite mensili per il bilancio. Resto in attesa di una vostra risposta.",Amministrazione,Bassa
144,CRITICO: contabilizzare le fatture estere,"Gentile supporto, è assolutamente urgente contabilizzare le fatture estere il prima possibile. Spero si possa risolvere in fretta.",Amministrazione,Alta
145,Necessità di firmare il contratto con il nuovo cliente strategico,"Ciao, vi contatto per firmare il contratto con il nuovo cliente strategico. Vi prego di darci priorità se possibile.",Commerciale,Bassa
146,Domanda: come nuova unità di rete?,"Scusate il disturbo, è necessario mappare la nuova unità di rete. Resto a disposizione per ulteriori informazioni.",Tecnico,Bassa
147,Richiesta: disdire l'abbonamento come richiesto dal cliente importante,"Ciao, vi scrivo per chiedere di disdire l'abbonamento come richiesto dal cliente importante. Vi ringrazio per la collaborazione.",Commerciale,Media
148,Task: server di posta che non invia le offere commerciali,Potete aiutarmi a sbloccare il server di posta che non invia le offerte commerciali? Potete farmi sapere le tempistiche?,Tecnico,Bassa
149,SUPPORTO PER PREVENTIVO URGENTE AGGIRANDO IL BLOCCO VPN,"Ciao a tutti, ci sarebbe da inviare il preventivo urgente aggirando il blocco VPN per favore. Resto in attesa di una vostra risposta. non siamo fermi, pero' vorrei chiuderlo presto.",Commerciale,Alta
150,CRITICO: serve risolvere il crash del gestionale CRM nell'inserimento lead con massima urgenza,"Team, è un blocco totale, serve risolvere il crash del gestionale CRM nell'inserimento lead immediatamente. Vi prego di darci priorità se possibile. il pagamento risulta bloccato.",Tecnico,Alta
151,URGENTE: server di posta che non invia le offerte commerciali,"Per favore, il cliente si lamenta, è bloccante riuscire a sbloccare il server di posta ch non invia le offerte commerciali entro oggi. Attendo un vostro riscontro.",Tecnico,Alta
152,Problema importante: nota di credito,"CIAO, VI PREGO DI EMETTERE LA NOTA DI CREDITO IMMEDIATAMENTE, LA SITUAZIONE È IMPORTANTE. POTETE FARMI SAPERE LE TEMPISTICHE? STA RALLENTANDO IL LAVORO. NON E' UN'URGENZA REALE MA VORREI TENERLO ALTO IN CODA.",Amministrazione,Media
153,Supporto per generare il report IVA trimestrale,"Buonasera, vorrei sapere come generare il report IVA trimestrale. Vi prego di darci priorità se possibile.",Amministrazione,Bassa
154,Allarme: confermare la vndita nonostante il disservizio del portale,"Ciao a tutti, è un blocco totale, serve confermare la vendita nonostante il disservizio del portale immediatamente. Per qualsiasi domanda, non esitate a contattarmi. il cliente e' fermo.",Commerciale,Alta
155,assistenza per accesso alla vpn,"Ciao a tutti, potete darmi indicazioni su come risolvere il problema di accesso alla VPN? Scrivo per segnalare quanto segue. non e' critico, e' solo per evitare ritardi piu' avanti.",Tecnico,Bassa
156,Richiesta: software di monitoraggio,"Scusate il disturbo, ho bisogno di supporto per installare il software di monitoraggio. Fatemi sapere se avete bisogno di altro.",Tecnico,Bassa
157,Domanda: come richiesta di anticipo spese del dipendente?,"Buonasera, vi contatto per approvare la richiesta di anticipo spese del dipendente. Resto a disposizione per ulteriori informazioni.",Amministrazione,Bassa
158,Info su come software antivirus,Ci sarebbe da aggiornare il software antivirus per favore. Scrivo per segnalare quanto segue.,Tecnico,Bassa
159,Allarme: forecast aggiornato al direttore commerciale,"Scusate il disturbo, situazione critica: dobbiamo inviare il forecast aggiornato al direttore commerciale subito. Vi auguro una buona giornata.",Commerciale,Alta
160,CRITICO: serve forecast aggiornato al team di vendita con massima urgenza,"Ciao a tutti, è una situazione fondamentale, per favore fate in modo di inviare il forecast aggiornato al team di vendita con urgenza. Per qualsiasi domanda, non esitate a contattarmi. serve un riscontro in giornata.",Commerciale,Media
161,CRITICO: SERVE LICENZA DEL SOFTWARE DI ANALISI DEI DATI COMMERCIALI CON MASSIMA URGENZA,"Scusate il disturbo, siamo fermi. È rilevante poter rinnovare la licenza del software di analisi dei dati commerciali per continuare a lavorare. Vi auguro una buona giornata. impatta il flusso del team.",Commerciale,Media
162,URGENTE: fattura del fornitore estero,"Buongiorno, ticket escalato: serve registrare la fattura del fornitore estero con massima urgenza. È una questione vitale. In allegato trovate i dettagli.",Amministrazione,Alta
163,Situazione importante: mouse guasto alla postazione 5,"BUONGIORNO, È UNA SITUAZIONE IMPORTANTE, PER FAVORE FATE IN MODO DI SOSTITUIRE IL MOUSE GUASTO ALLA POSTAZIONE 5 CON URGENZA. VI AUGURO UNA BUONA GIORNATA. RISCHIAMO DI ANDARE FUORI TEMPO.",Commerciale,Media
164,Necessità di forzare il CRM a salvare i dati della campagna di marketing,"Buonasera, vorrei chiedervi di forzare il CRM a salvare i dati della campagna di marketing. Scrivo per segnalare quanto segue.",Tecnico,Bassa
165,URGENTE: ottimizzare le prestazioni del database,"Buongiorno, siamo fermi. È essenziale poter ottimizzare le prestazioni del database per continuare a lavorare. Fatemi sapere se avete bisogno di altro. sta rallentando il lavoro.",Tecnico,Alta
166,Situazione prioritaria: scadenza del DURC,"Buonasera, è una situazione prioritaria, per favore fate in modo di verificare la scadenza del DURC con urgenza. In allegato trovate i dettagli. sta rallentando il lavoro.",Commerciale,Alta
167,Emergenza: listino prezzi per il trimestre in corso il prima possibile,"Ciao, è una situazione catastrofica, per favore fate in modo di aggiornare il listino prezzi per il trimestre in corso con urgenza. Resto in attesa di una vostra risposta.",Commerciale,Bassa
168,Allarme: stampante per il contratto del cliente,"Team, è assolutamente seria sbloccare la stampante per il contratto del cliente il prima possibile. Resto a disposizione per ulteriori chiarimenti. il pagamento risulta bloccato.",Tecnico,Alta
169,Richiesta: verificare i log di errore del sistema,Potete darmi indicazioni su come verificare i log di errore del sistema? Attendo un vostro riscontro.,Tecnico,Alta
170,CRITICO: serve registro dei cespiti con massima urgenza,"Gentile supporto, situazione critica: dobbiamo aggiornare il registro dei cespiti subito. Resto in attesa di una vostra risposta.",Amministrazione,Media
171,Emergenza: stabilizzare la VPN che si disconnette scaricando il bilancio il prima possibile,"Ciao, è assolutamente catastrofica stabilizzare la VPN che si disconnette scaricando il bilancio il prima possibile. Vi invio questa mail per un aggiornamento. l'ordine non parte.",Tecnico,Bassa
172,Problema prioritraia: nuova campagna di marketing,"Team, siamo fermi. È prioritaria poter pianificare la nuova campagna di marketing per continuare a lavorare. Attendo un vostro riscontro. serve un riscontro in giornata.",Commerciale,Media
173,Allarme: firmware del router,"Scusate il disturbo, vi prego di aggiornare il firmware del router immediatamente, la situazione è importante. Potete farmi sapere le tempistiche?",Tecnico,Media
174,Allarme: listino prezzi per il mese in corso,"Ciao a tutti, il cliente si lamenta, è paralizzante riuscire a aggiornare il listino prezzi per il mese in corso entro oggi. Grazie per la vostra attenzione. il pagamento risulta bloccato.",Commerciale,Alta
175,Blocco operativo: scheda di rete guasta alla postazione 3,"Gentile supporto, è una situazione catastrofica, per favore fate in modo di sostituire la scheda di rete guasta alla postazione 3 con urgenza. Resto in attesa di una vostra risposta. non e' critico, e' solo per evitare ritardi piu' avanti.",Tecnico,Alta
176,Emergenza: fattura del fornitore estero il prima possibile,"Scusate il disturbo, è un blocco totale, serve registrare la fattura del fornitore estero immediatamente. Per qualsiasi domanda, non esitate a contattarmi. serve un riscontro in giornata.",Amministrazione,Media
177,Necessità di forecast aggiornato,"Buongiorno, mi serve una mano per inviare il forecast aggiornato. Resto a disposizione per ulteriori informazioni.",Commerciale,Alta
178,Supporto per fimrare il contratto con il nuovo partner commerciale,È necessario firmare il contratto con il nuovo partner commerciale. In allegato trovate i dettagli.,Commerciale,Bassa
179,CRITICO: serve disdire l'abbonamento come rihciesto dal cliente VIP con massima urgenza,"Scusate il disturbo, la situazione è rilevante, vi chiedo di disdire l'abbonamento come richiesto dal cliente VIP immediatamente. Scrivo per segnalare quanto segue. sta rallentando il lavoro.",Commerciale,Bassa
180,Info su come scadenzad el DURC,"gentile supporto, mi serve una mano per verificare la scadenza del durc. vi auguro una buona giornata.",Amministrazione,Bassa
181,Necessità di approvare lo sconto straordinario per il cliente,"Salve, ho bisogno di supporto per approvare lo sconto straordinario per il cliente. Grazie per il vostro supporto continuo.",Commerciale,Bassa
182,INFO SU COME DATABASE DELLE FATTURE IRRAGGIUNGIBILE,"Scusate il disturbo, vi scrivo per chiedere di ripristinare il database delle fatture irraggiungibile. Potete farmi sapere le tempistiche?",Tecnico,Bassa
183,CRITICO: serve rinegoziare i termini di pagamento bloccati dall'amministrazione con massima urgenza,"Gentile supporto, è una situazione urgente, per favore fate in modo di rinegoziare i termini di pagamento bloccati dal'lamministrazione con urgenza. Vi ringrazio per la collaborazione.",Commerciale,Alta
184,Supporto per rinegoziare i termini di pagamento bloccai dall'amministrazione,Come posso procedere per rinegoziare i termini di pagamento bloccati dall'amministrazione? Vi prego di darci priorità se possibile.,Commerciale,Bassa
185,Task: target di fatturato,"Salve, mi serve una mano per verificare il target di fatturato. Per qualsiasi doanda, non esitate a contattarmi.",Commerciale,Bassa
186,Emergenza: autorizzare la nota spese del trasfertista il prima possibile,"Scusate il disturbo, è un'emergenza, dobbiamo autorizzare la nota spese del trasfertista ora. Vi invio questa mail per un aggiornamento. va gestito appena possibile.",Amministrazione,Alta
187,Domanda: come inserire il nuovo lead nel CRM?,"Scusate il disturbo, potete darmi indicazioni su come inserire il nuovo lead nel CRM? Attendo un vostro riscontro.",Commerciale,Bassa
188,Info su come listino przezi per il trimestre in corso,"Scusate il disturbo, avrei bisogno di aggiornare il listino prezzi per il trimestre in corso quando avete un attimo. In allegato trovate i dettagli.",Commerciale,Bassa
189,CRITICO: contabilizzare le fatture estere,"Buonasera, ticket escalato: serve contabilizzare le fatture estere con massima urgenza. È una questione essenziale. Resto a disposizione per ulteriori chiarimenti. serve un riscontro in giornata.",Amministrazione,Media
190,supporto per nuovo firewall,"Per favore, vorrei chiedervi di configurare il nuovo firewall. Spero si possa risolvere in fretta. va gestito appena possibile.",Tecnico,Media
191,Task: ottimizzare le prestazioni del sistema operativo,"Team, è necessario ottimizzare le prestazioni del sistema operativo. Scrivo per segnalare quanto segue.... !!!",Tecnico,Bassa
192,Necessità di firmare il contratto con il nuovo cliente chiave,"Scusate il disturbo, vorrei sapere come firmare il contratto con il nuovo cliente chiave. Vi ringrazio per la collaborazione. rischiamo di andare fuori tempo.",Commerciale,Media
193,Info su come disdire l'abbonamento come richiesto dal cliente,"Team, apro questo ticket perché devo disdire l'abbonamento come richiesto dal cliente. Potete farmi sapere le tempistiche?",Commerciale,Media
194,CRITICO: pagamento fermo nel database,"Scusate il disturbo, siamo fermi. È paralizzante poter sbloccare li pagamento fermo nel database per continuare a lavorare. Resto a disposizione per ulteriori chiarimenti. il pagamento risulta bloccato.",Amministrazione,Alta
195,Problema fondamentale: modello F24 al commercialista,"Buongiorno, è assolutamente fonadmentale inviare il modello F24 al commercialista il prima possibile. Attendo un vostro riscontro. sta rallentando il lavoro.",Tecnico,Media
196,Problema necessaria: nuova unità di rete,"Scusate il disturbo, la situazione è necessaria, vi chiedo di mappare la nuova unità di rete immediatamente. Grazie per la vostra attenzione.",Tecnico,Alta
197,Info su come scadenza del DURC,Vi contatto per verificare la scadenza del DURC. Vi invio questa mail per un aggiornamento.,Amministrazione,Bassa
198,Info su come sistemare il sistema di vendita che ha calcolato l'IVA in modo errato... !!!,"Ciao, vi contatto per sistemare il sistema di vendita che ha calcolato l'IVA in modo errato. Grazie per la vostra attenzione.",Amministrazione,Bassa
199,Task: preventivo urgente aggirando il bloco VPN,"Buonasera, ci sarebbe da inviare il preventivo urgente aggirando il blocco VPN per favore. Vi prego di darci priorità se possibile.",Amministrazione,Alta
200,Assistenza per forecast aggiornato al direttore commerciale,"Gentile supporto, avrei una richiesta: mi serve inviare il forecast aggiornato al direttore commerciale. Vi invio questa mail per un aggiornamento.",Commerciale,Bassa
